,asset_id,asset_name,backup_asset_id,backup_site_id,backup_asset_name,monitoring_platform,site_id,field_name,address,time_zone,start_date,days_in_month,degradation_profile,degradation_factor,monthly_energy_estimate,daily_energy_estimate,monthly_insolation_estimate,daily_insolation_estimate
15309,e1cf9d63-34e9-ea11-a817-000d3a8c8077,Cherry Creek Shopping Center - Roof,dfcf9d63-34e9-ea11-a817-000d3a8c8077,3803808,Cherry Creek Shopping Center - Deck,Locus,3803796,KWHdel,"3000 East First Avenue,  Denver, CO 80206",America/Denver,2019-04-24,7,0.5,1.0,172400.0,5746.67,137.86,4.6
15354,e3cf9d63-34e9-ea11-a817-000d3a8c8077,Short Hills Mall Phase I- Deck,0fce9d63-34e9-ea11-a817-000d3a8c8077,3431417,NJ - Union.1517,Locus,3778932,KWHdel,"1200 Morris Turnpike,  Short Hills, NJ 7078",America/New_York,2018-05-09,23,0.5,1.0,426253.12,13750.1,176.5,5.69
15410,e5cf9d63-34e9-ea11-a817-000d3a8c8077,Short Hills Mall Phase II - Roof,e3cf9d63-34e9-ea11-a817-000d3a8c8077,3778932,Short Hills Mall Phase I- Deck,Locus,3774315,KWHdel,"1200 Morris Turnpike,  Short Hills, NJ 7078",America/New_York,2019-01-22,10,1.0,1.0,16986.0,547.94,63.5,2.05
15458,e7cf9d63-34e9-ea11-a817-000d3a8c8077,Westfarms - Canopy,e9cf9d63-34e9-ea11-a817-000d3a8c8077,3822544,Westfarms - Roof,Locus,3822541,KWHdel,"1500 New Britain Ave.,  West Hartford, CT 6110",America/New_York,2020-05-19,13,1.0,1.0,280939.0,9062.55,163.7,5.28
15490,e9cf9d63-34e9-ea11-a817-000d3a8c8077,Westfarms - Roof,e7cf9d63-34e9-ea11-a817-000d3a8c8077,3822541,Westfarms - Canopy,Locus,3822544,KWHdel,"1500 New Britain Ave.,  West Hartford, CT 6110",America/New_York,2020-05-19,13,1.0,1.0,97857.0,3156.68,165.7,5.35
15522,66303ebb-35e9-ea11-a817-000d3a8c8077,NY - 333 North Bedford - CAM,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3511757,KWHdel,"333 N Bedford Rd,, Mount Kisco, NY 10549",America/New_York,2014-12-31,1,0.5,1.0,4641.0,149.71,58.5,1.89
15619,68303ebb-35e9-ea11-a817-000d3a8c8077,NY - 333 North Bedford - Grand Prix,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3511757,KWHdel,"333 N Bedford Rd,, Mount Kisco, NY 10549",America/New_York,2014-12-31,1,0.5,1.0,51399.0,1658.03,56.9,1.84
15716,6a303ebb-35e9-ea11-a817-000d3a8c8077,NY - 333 North Bedford - Photo File,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3511757,KWHdel,"333 N Bedford Rd,, Mount Kisco, NY 10549",America/New_York,2014-12-31,1,0.5,1.0,6940.0,223.87,57.15,1.84
15813,6c303ebb-35e9-ea11-a817-000d3a8c8077,NY - 333 North Bedford - RDI Warehouse,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3511757,KWHdel,"333 N Bedford Rd,, Mount Kisco, NY 10549",America/New_York,2014-12-31,1,0.5,1.0,2901.0,93.58,59.45,1.92
15910,6e303ebb-35e9-ea11-a817-000d3a8c8077,NY - 333 North Bedford - Safe Haven,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3511757,KWHdel,"333 N Bedford Rd,, Mount Kisco, NY 10549",America/New_York,2014-12-31,1,0.5,1.0,4841.0,156.16,58.5,1.89
16007,70303ebb-35e9-ea11-a817-000d3a8c8077,NY - 333 North Bedford - Saw Mill Sports,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3511757,KWHdel,"333 N Bedford Rd,, Mount Kisco, NY 10549",America/New_York,2014-12-31,1,0.5,1.0,33914.0,1094.0,93.48,3.02
16104,70105fad-36e9-ea11-a817-000d3a8c8077,NY - West Nyack,a9cd9d63-34e9-ea11-a817-000d3a8c8077,3512254,NY - 50 Broadway,Locus,3509492,KWHdel,"100 Brook Hill Dr,  West Nyack, NY 10994",America/New_York,2015-12-23,9,0.5,1.0,122960.75,3966.48,56.2,1.81
16189,df23c211-f176-eb11-a812-000d3a8e7462,31 Commercial Street,3ecf9d63-34e9-ea11-a817-000d3a8c8077,51989,100 New Boston,PowerTrack,53571,KWHrec,"31 Commercial St, Sharon, MA 02067",America/New_York,2021-02-25,4,0.5,1.0,44900.0,1603.57,90.1,3.22
16212,11a76040-4cc9-eb11-bacc-000d3a9908d8,SED - Roof Lease - Cape Gun Works,11a76040-4cc9-eb11-bacc-000d3a9908d8,3865452,SED - Roof Lease - Cape Gun Works,Locus,3865452,KWHdel,"96 Airport Road,  Hyannis, MA 2601",America/New_York,2021-05-01,31,0.5,1.0,22070.4,711.95,174.5,5.63
